car,car,car,car,car,car,car,car,car,car,class
4,9,4,8,3,9,2,10,4,12,One-pair
2,12,4,13,1,13,2,10,2,8,One-pair
4,13,2,11,2,13,4,12,1,11,Two-pairs
2,11,2,9,3,7,2,7,3,11,Two-pairs
4,6,1,9,1,11,1,8,4,10,Nothing-in-hand
4,6,3,13,2,9,2,7,3,11,Nothing-in-hand
1,7,2,12,3,8,2,8,2,9,One-pair
2,8,4,12,4,8,3,10,2,10,Two-pairs
2,6,4,6,2,13,2,8,2,9,One-pair
2,10,3,11,2,11,3,9,4,8,One-pair
4,12,2,11,2,9,3,11,1,7,One-pair
3,10,1,12,1,8,4,10,4,8,Two-pairs
4,8,1,9,4,6,3,10,2,9,One-pair
2,13,4,9,4,7,4,11,1,8,Nothing-in-hand
3,13,2,13,2,10,4,10,3,11,Two-pairs
1,11,2,13,4,12,1,9,4,6,Nothing-in-hand
4,6,1,7,2,11,2,7,3,10,One-pair
4,7,3,11,2,8,1,10,2,6,Nothing-in-hand
4,11,1,11,2,13,1,6,3,10,One-pair
1,13,1,9,1,12,3,9,4,9,Three-of-akind
4,10,2,10,1,6,2,11,1,12,One-pair
4,13,4,11,3,6,2,7,3,8,Nothing-in-hand
4,10,2,7,1,12,1,13,4,11,Nothing-in-hand
1,12,2,13,3,6,2,12,4,9,One-pair
1,6,2,8,3,8,3,10,4,6,Two-pairs
3,13,1,7,4,8,1,13,2,13,Three-of-akind
4,11,3,7,3,12,4,9,3,6,Nothing-in-hand
3,7,2,11,4,12,3,10,3,13,Nothing-in-hand
1,13,1,12,3,13,2,9,3,6,One-pair
3,8,4,9,1,12,3,12,4,6,One-pair
3,10,4,10,4,7,3,12,1,8,One-pair
4,8,3,6,1,10,3,13,2,13,One-pair
2,9,2,11,3,8,2,12,3,13,Nothing-in-hand
1,9,4,11,1,12,1,6,4,8,Nothing-in-hand
3,9,1,6,2,13,1,11,1,7,Nothing-in-hand
1,7,3,11,1,6,2,6,1,11,Two-pairs
3,11,2,9,3,12,1,6,2,8,Nothing-in-hand
3,11,3,12,4,11,4,7,2,13,One-pair
3,8,1,7,2,6,1,10,2,11,Nothing-in-hand
4,8,2,12,4,11,1,9,2,6,Nothing-in-hand
4,13,3,8,1,12,1,6,1,11,Nothing-in-hand
4,8,2,10,2,9,2,12,1,11,Straight
4,12,1,10,1,11,3,7,2,8,Nothing-in-hand
1,13,3,9,2,6,4,7,3,13,One-pair
1,6,3,13,1,8,2,12,3,9,Nothing-in-hand
1,12,3,10,1,11,1,8,3,6,Nothing-in-hand
4,9,2,12,3,7,2,7,3,6,One-pair
4,13,3,9,4,10,2,13,3,8,One-pair
2,8,1,7,1,6,2,13,1,12,Nothing-in-hand
1,9,4,9,3,13,2,9,1,8,Three-of-akind
1,10,1,7,3,12,3,11,3,13,Nothing-in-hand
4,12,2,9,4,13,3,6,4,9,One-pair
3,11,1,10,3,9,2,8,4,11,One-pair
4,13,2,7,3,8,4,9,4,10,Nothing-in-hand
1,11,3,12,3,7,4,12,4,11,Two-pairs
4,13,4,11,3,6,1,7,4,12,Nothing-in-hand
3,6,3,8,4,12,1,9,4,9,One-pair
1,10,1,6,1,12,2,10,4,9,One-pair
4,10,3,6,1,6,4,9,2,8,One-pair
1,8,4,12,1,13,4,8,4,13,Two-pairs
3,6,4,13,2,9,3,13,1,10,One-pair
3,13,1,10,4,7,3,9,2,6,Nothing-in-hand
4,6,3,9,3,8,2,8,1,7,One-pair
3,13,1,7,2,8,2,6,2,10,Nothing-in-hand
3,10,1,7,3,8,4,6,3,13,Nothing-in-hand
1,13,4,8,3,10,1,6,2,12,Nothing-in-hand
4,11,3,10,4,10,2,6,4,13,One-pair
4,13,1,8,2,11,1,7,4,9,Nothing-in-hand
1,8,2,8,2,6,1,13,4,12,One-pair
2,12,4,9,4,10,3,13,3,9,One-pair
1,10,2,11,2,7,1,9,3,6,Nothing-in-hand
1,9,3,12,2,12,4,12,1,6,Three-of-akind
1,7,2,9,4,8,4,10,1,10,One-pair
4,13,1,13,4,12,3,10,1,8,One-pair
4,13,2,11,4,10,2,9,3,12,Straight
1,10,1,6,2,8,3,7,4,13,Nothing-in-hand
2,11,1,7,2,8,1,6,4,7,One-pair
4,11,2,11,3,9,3,7,3,11,Three-of-akind
2,8,4,9,3,8,2,7,1,8,Three-of-akind
2,9,4,13,3,7,1,7,4,12,One-pair
1,9,4,13,1,10,1,6,4,7,Nothing-in-hand
2,13,4,10,4,8,1,6,2,6,One-pair
3,7,4,11,1,13,1,9,2,13,One-pair
3,13,2,9,3,7,1,7,1,6,One-pair
2,13,3,9,4,7,4,11,3,6,Nothing-in-hand
3,13,1,13,4,10,2,9,3,7,One-pair
3,13,1,8,2,9,3,10,3,11,Nothing-in-hand
3,9,2,6,4,12,2,7,1,6,One-pair
4,10,4,11,1,10,2,6,1,12,One-pair
4,11,4,8,4,9,3,9,3,12,One-pair
4,13,3,12,2,8,1,6,4,7,Nothing-in-hand
1,11,4,7,4,8,3,13,4,6,Nothing-in-hand
3,8,4,7,1,9,1,10,2,12,Nothing-in-hand
1,12,3,8,4,13,3,13,3,6,One-pair
1,13,1,7,3,6,3,11,3,10,Nothing-in-hand
3,9,3,12,2,8,3,13,4,9,One-pair
3,13,2,7,1,12,3,6,2,10,Nothing-in-hand
2,9,2,7,1,13,2,8,4,13,One-pair
3,7,1,10,4,13,1,6,4,8,Nothing-in-hand
2,6,1,9,3,11,3,12,2,9,One-pair
3,7,1,13,3,8,1,12,1,6,Nothing-in-hand
4,10,4,13,1,7,2,6,3,6,One-pair
2,10,3,12,4,13,4,12,2,9,One-pair
3,6,1,10,1,13,3,7,1,9,Nothing-in-hand
1,8,3,7,4,9,4,6,1,11,Nothing-in-hand
3,10,4,9,4,12,4,13,3,13,One-pair
2,11,1,6,4,12,1,11,2,12,Two-pairs
4,7,4,10,4,11,1,11,1,12,One-pair
3,7,4,10,3,8,1,7,2,10,Two-pairs
3,13,4,6,4,10,3,7,3,6,One-pair
1,13,4,12,1,12,4,8,4,10,One-pair
1,12,2,13,1,6,4,7,3,10,Nothing-in-hand
3,6,1,7,2,6,2,12,4,12,Two-pairs
1,7,3,11,3,7,4,8,3,10,One-pair
4,9,3,11,4,13,3,6,1,11,One-pair
2,10,2,8,3,6,3,9,1,8,One-pair
3,9,1,7,3,11,1,13,1,9,One-pair
4,10,2,10,2,11,2,12,3,6,One-pair
2,8,1,10,4,8,2,10,3,8,Full-house
1,11,4,10,3,6,3,11,1,6,Two-pairs
2,8,4,10,3,11,1,9,4,12,Straight
1,6,4,8,2,11,2,12,3,10,Nothing-in-hand
1,8,1,13,3,12,3,9,2,6,Nothing-in-hand
4,12,4,7,4,11,2,13,2,7,One-pair
3,12,1,13,1,12,1,10,2,7,One-pair
3,12,3,8,1,12,1,11,2,6,One-pair
1,10,4,6,2,12,3,7,4,10,One-pair
2,10,3,13,3,8,4,7,2,8,One-pair
2,10,1,10,4,10,2,9,1,8,Three-of-akind
4,9,2,9,2,13,2,6,2,7,One-pair
4,12,2,9,4,9,2,13,4,11,One-pair
1,12,2,10,4,13,1,11,4,9,Straight
2,10,4,7,1,6,2,8,1,11,Nothing-in-hand
1,8,3,13,4,7,3,9,2,12,Nothing-in-hand
1,11,4,10,4,13,3,12,2,8,Nothing-in-hand
3,12,1,13,4,13,3,6,1,12,Two-pairs
4,10,1,8,1,12,3,10,3,9,One-pair
4,10,4,12,3,6,3,10,2,10,Three-of-akind
3,11,4,10,3,9,2,12,4,8,Straight
4,8,2,9,2,11,1,9,1,10,One-pair
4,7,2,6,2,10,2,12,3,10,One-pair
1,6,2,13,1,10,4,7,2,8,Nothing-in-hand
3,8,4,11,2,12,2,8,4,13,One-pair
1,13,4,7,1,12,2,9,3,8,Nothing-in-hand
3,13,1,9,2,12,2,7,1,6,Nothing-in-hand
1,6,1,11,4,13,3,12,2,12,One-pair
1,6,4,10,4,13,1,12,3,7,Nothing-in-hand
3,11,4,7,1,12,1,10,4,10,One-pair
1,12,2,8,1,9,1,11,3,9,One-pair
4,10,1,6,3,13,3,11,2,7,Nothing-in-hand
2,10,1,13,1,10,2,11,2,7,One-pair
1,11,1,7,2,9,2,6,1,9,One-pair
1,7,2,13,1,13,4,6,2,7,Two-pairs
2,9,2,12,1,7,1,12,2,11,One-pair
4,11,4,8,3,11,3,13,1,13,Two-pairs
4,7,3,12,1,13,2,12,3,11,One-pair
1,8,4,7,4,6,3,11,1,7,One-pair
3,12,4,11,4,6,1,12,2,7,One-pair
1,13,1,10,1,11,2,9,3,6,Nothing-in-hand
3,12,2,7,3,13,2,9,2,11,Nothing-in-hand
1,7,3,9,4,8,4,6,1,12,Nothing-in-hand
4,9,4,12,3,8,1,6,1,12,One-pair
1,13,2,11,3,10,4,10,2,7,One-pair
3,8,2,12,2,11,1,9,1,6,Nothing-in-hand
4,11,4,8,1,11,3,9,1,10,One-pair
4,12,3,12,1,9,1,12,1,10,Three-of-akind
2,13,4,7,4,12,4,13,1,8,One-pair
4,7,3,10,4,6,2,7,1,12,One-pair
4,8,4,11,2,8,3,9,2,10,One-pair
3,9,4,9,3,7,2,6,4,13,One-pair
3,12,4,11,3,13,1,6,1,7,Nothing-in-hand
2,6,4,7,1,6,4,12,3,10,One-pair
1,6,3,8,1,12,4,7,4,8,One-pair
4,9,2,7,4,11,3,7,4,12,One-pair
1,7,4,8,3,6,4,10,2,11,Nothing-in-hand
1,10,1,7,4,13,2,9,3,10,One-pair
3,12,3,8,2,11,4,8,2,10,One-pair
3,12,1,6,1,11,4,6,2,10,One-pair
2,8,2,13,1,13,2,7,3,12,One-pair
3,10,2,8,2,7,2,12,1,13,Nothing-in-hand
4,10,2,10,2,9,1,6,4,8,One-pair
4,11,1,8,4,9,1,6,4,6,One-pair
1,10,2,11,4,9,2,9,4,7,One-pair
2,11,3,11,2,7,4,13,3,6,One-pair
4,13,4,9,4,8,4,12,2,9,One-pair
3,11,2,9,4,9,1,10,2,7,One-pair
1,6,2,8,4,13,1,13,3,11,One-pair
2,13,4,10,3,10,3,6,1,11,One-pair
2,10,4,12,1,7,2,13,4,10,One-pair
1,6,2,13,1,8,1,11,4,7,Nothing-in-hand
4,6,4,12,4,13,4,11,3,8,Nothing-in-hand
4,7,4,8,2,8,1,6,1,11,One-pair
2,9,3,7,1,9,2,10,3,6,One-pair
3,7,1,12,4,6,3,9,3,6,One-pair
4,13,1,11,3,9,4,8,4,11,One-pair
2,6,1,12,1,6,1,10,3,13,One-pair
3,9,1,7,4,9,1,10,3,6,One-pair
3,8,2,6,3,10,2,13,3,6,One-pair
1,8,3,12,4,11,4,8,4,10,One-pair
3,12,2,6,2,8,2,11,2,7,Nothing-in-hand
2,10,3,6,1,7,2,7,3,8,One-pair
1,13,3,13,2,12,4,12,4,9,Two-pairs
1,7,3,6,4,9,4,10,1,12,Nothing-in-hand
2,9,2,11,2,10,3,13,4,8,Nothing-in-hand
1,11,3,6,3,9,2,10,3,8,Nothing-in-hand
3,11,4,10,2,8,3,6,1,10,One-pair
4,12,3,10,1,10,3,8,2,8,Two-pairs
3,13,4,7,3,11,3,7,3,9,One-pair
4,9,2,7,2,11,2,9,4,12,One-pair
4,12,3,12,2,10,4,8,1,10,Two-pairs
1,6,4,13,2,6,1,7,4,12,One-pair
2,13,2,12,2,10,1,12,3,6,One-pair
1,10,1,8,4,11,3,9,4,13,Nothing-in-hand
3,10,1,11,2,12,4,8,2,7,Nothing-in-hand
4,12,1,8,3,13,1,12,2,8,Two-pairs
4,7,4,9,2,12,1,8,1,6,Nothing-in-hand
3,9,3,12,4,10,1,6,4,7,Nothing-in-hand
3,8,1,7,1,6,3,6,4,11,One-pair
3,8,2,6,2,13,2,12,2,8,One-pair
3,8,4,10,4,9,4,12,1,10,One-pair
3,7,2,7,4,8,4,10,4,7,Three-of-akind
4,13,2,12,1,8,4,7,3,11,Nothing-in-hand
1,11,4,13,4,6,1,10,3,6,One-pair
4,8,4,6,3,6,3,7,2,7,Two-pairs
4,13,1,7,3,10,1,12,4,9,Nothing-in-hand
3,7,1,11,1,6,1,12,3,12,One-pair
3,10,2,11,4,12,2,12,3,6,One-pair
3,9,4,10,2,12,1,10,1,12,Two-pairs
2,10,2,13,1,8,4,6,3,11,Nothing-in-hand
3,8,4,10,1,8,3,9,4,9,Two-pairs
2,12,3,6,4,12,1,6,1,7,Two-pairs
1,7,2,9,3,12,4,13,1,10,Nothing-in-hand
1,12,4,13,3,8,2,8,4,7,One-pair
1,11,4,6,1,8,2,13,2,8,One-pair
3,10,2,10,4,13,1,13,3,11,Two-pairs
2,7,1,12,4,12,2,12,3,9,Three-of-akind
2,11,2,6,4,7,4,6,4,9,One-pair
3,11,2,13,2,9,1,7,3,12,Nothing-in-hand
4,7,3,12,1,6,4,12,1,9,One-pair
4,12,4,6,3,8,3,7,4,13,Nothing-in-hand
2,11,3,12,4,6,4,10,4,13,Nothing-in-hand
4,12,4,13,3,7,1,11,2,12,One-pair
4,9,1,12,1,7,2,13,1,10,Nothing-in-hand
3,12,1,11,1,6,2,11,2,8,One-pair
4,6,3,6,4,12,3,8,4,11,One-pair
3,11,4,11,1,13,1,10,2,12,One-pair
1,9,1,6,4,13,1,12,3,11,Nothing-in-hand
3,6,3,7,4,13,2,8,3,12,Nothing-in-hand
1,11,4,11,4,13,2,10,3,9,One-pair
1,7,2,10,1,9,2,12,3,6,Nothing-in-hand
3,12,3,6,2,13,3,9,3,13,One-pair
3,10,2,9,4,9,4,11,4,12,One-pair
1,8,2,12,1,6,2,9,1,12,One-pair
4,6,3,10,3,8,1,8,2,11,One-pair
2,9,2,13,4,12,4,10,3,10,One-pair
2,11,4,6,3,12,2,10,4,13,Nothing-in-hand
2,13,4,9,4,8,3,7,1,7,One-pair
3,8,2,8,4,8,1,13,4,13,Full-house
4,13,2,11,2,6,1,6,4,7,One-pair
2,7,1,6,4,11,3,6,3,8,One-pair
3,7,4,9,3,10,2,10,4,13,One-pair
2,9,2,10,3,10,4,7,4,9,Two-pairs
4,10,2,13,3,12,2,9,4,6,Nothing-in-hand
2,6,3,9,4,9,1,10,2,7,One-pair
3,12,1,7,3,10,1,11,4,10,One-pair
4,12,2,9,4,11,3,7,1,9,One-pair
2,12,4,10,3,9,3,8,3,6,Nothing-in-hand
3,13,2,7,4,12,3,12,1,8,One-pair
2,10,4,9,4,10,1,13,2,6,One-pair
3,9,1,13,4,7,1,11,4,11,One-pair
4,6,1,7,2,12,1,9,4,9,One-pair
2,9,1,11,2,8,4,12,3,9,One-pair
4,13,2,9,4,7,2,7,4,10,One-pair
1,10,3,6,2,6,3,9,4,7,One-pair
3,11,3,9,1,13,1,7,4,10,Nothing-in-hand
3,8,2,8,2,9,3,12,4,6,One-pair
3,6,1,9,1,6,2,13,4,8,One-pair
4,10,3,6,1,11,2,12,1,7,Nothing-in-hand
1,10,2,7,2,12,4,9,4,8,Nothing-in-hand
3,6,4,9,4,6,1,6,1,8,Three-of-akind
4,7,1,6,1,12,1,7,3,10,One-pair
1,7,1,10,3,13,4,12,4,10,One-pair
2,9,4,7,4,9,4,12,2,11,One-pair
1,12,1,10,4,8,3,6,3,12,One-pair
1,7,3,9,4,12,2,8,2,9,One-pair
1,10,4,9,4,10,1,13,3,10,Three-of-akind
2,9,1,9,1,12,2,10,3,11,One-pair
2,12,4,8,4,6,2,8,2,9,One-pair
2,7,4,7,4,10,1,6,4,12,One-pair
4,6,2,7,3,11,2,10,2,11,One-pair
3,9,4,7,1,11,4,12,3,12,One-pair
3,7,2,10,3,12,3,6,3,10,One-pair
3,7,1,10,3,13,3,9,4,8,Nothing-in-hand
2,9,4,8,3,11,3,8,3,10,One-pair
4,7,2,11,1,11,1,9,3,10,One-pair
3,13,3,7,3,12,1,12,1,9,One-pair
3,10,1,10,2,12,4,7,3,11,One-pair
1,10,4,9,2,10,1,11,1,6,One-pair
1,11,4,12,2,7,1,10,3,11,One-pair
1,8,2,9,4,11,1,7,3,6,Nothing-in-hand
2,10,4,6,4,12,1,8,2,9,Nothing-in-hand
3,7,1,13,2,11,1,8,2,10,Nothing-in-hand
4,6,2,6,2,12,2,8,1,12,Two-pairs
3,9,4,7,3,6,4,8,2,6,One-pair
4,9,3,10,1,13,1,9,2,6,One-pair
4,8,3,7,2,13,4,9,1,11,Nothing-in-hand
1,12,1,6,4,10,3,7,3,11,Nothing-in-hand
4,9,2,7,1,13,1,10,4,11,Nothing-in-hand
4,13,2,11,2,10,2,7,1,11,One-pair
1,13,4,9,2,9,4,8,1,6,One-pair
4,13,2,11,3,7,4,7,3,8,One-pair
2,8,1,9,2,6,3,8,4,7,One-pair
1,6,3,10,1,13,1,10,3,6,Two-pairs
4,6,2,9,1,6,1,13,3,8,One-pair
3,13,4,13,1,6,4,9,1,11,One-pair
4,13,3,10,4,8,2,7,2,8,One-pair
3,9,2,7,3,12,1,9,1,13,One-pair
1,10,4,7,2,7,2,12,4,13,One-pair
2,8,2,9,1,6,2,6,3,10,One-pair
4,10,3,12,4,11,1,12,2,10,Two-pairs
1,9,3,6,3,13,2,12,4,10,Nothing-in-hand
2,11,3,7,1,13,2,10,4,7,One-pair
4,11,4,10,2,10,2,7,3,10,Three-of-akind
1,9,1,13,4,9,3,8,4,13,Two-pairs
2,11,1,8,1,6,4,13,3,13,One-pair
1,11,3,8,2,10,3,13,3,9,Nothing-in-hand
2,10,4,12,4,11,2,8,1,12,One-pair
4,8,2,6,3,11,3,13,1,10,Nothing-in-hand
1,9,2,6,2,8,4,9,4,12,One-pair
2,11,2,9,1,6,4,12,4,9,One-pair
3,9,2,10,4,6,3,8,3,12,Nothing-in-hand
2,9,1,12,4,7,1,11,1,6,Nothing-in-hand
3,13,2,6,4,6,3,11,2,7,One-pair
1,7,4,13,3,7,3,9,1,12,One-pair
3,10,2,9,1,6,3,6,4,10,Two-pairs
4,6,4,11,1,11,2,11,2,6,Full-house
3,12,4,6,1,12,1,13,4,10,One-pair
3,8,4,6,2,11,3,13,3,6,One-pair
3,7,3,6,2,8,1,10,2,10,One-pair
4,7,4,13,1,11,3,6,1,10,Nothing-in-hand
1,9,2,8,2,7,1,8,4,10,One-pair
1,8,2,6,1,13,4,11,2,9,Nothing-in-hand
4,7,4,12,2,8,2,12,1,9,One-pair
4,12,1,9,3,13,1,12,2,11,One-pair
4,8,3,10,2,6,1,13,3,13,One-pair
3,10,2,7,4,13,4,6,1,8,Nothing-in-hand
1,7,4,11,4,7,2,7,1,8,Three-of-akind
1,10,1,6,2,6,2,13,4,9,One-pair
1,13,4,6,1,12,4,13,4,7,One-pair
4,13,4,6,2,11,4,10,2,6,One-pair
3,6,1,8,2,10,1,10,3,8,Two-pairs
2,13,1,7,1,13,3,13,4,11,Three-of-akind
4,6,2,11,4,10,1,7,3,13,Nothing-in-hand
2,13,3,8,4,13,2,6,4,12,One-pair
1,10,1,12,2,11,4,13,3,7,Nothing-in-hand
4,6,2,10,4,7,2,7,3,6,Two-pairs
4,11,4,7,1,13,1,11,4,6,One-pair
1,11,4,12,3,13,4,8,2,8,One-pair
2,11,3,9,2,13,1,11,1,13,Two-pairs
3,7,3,8,3,12,2,8,4,13,One-pair
2,9,3,10,4,7,4,11,1,6,Nothing-in-hand
1,12,2,6,3,12,2,9,3,9,Two-pairs
4,11,4,10,4,13,4,12,2,6,Nothing-in-hand
4,13,3,12,4,6,3,10,3,11,Nothing-in-hand
1,13,2,10,2,9,4,12,3,9,One-pair
4,13,2,10,1,9,2,9,3,8,One-pair
1,7,4,9,3,9,1,13,1,9,Three-of-akind
4,8,3,8,2,6,3,7,2,10,One-pair
2,11,2,9,4,6,4,11,3,10,One-pair
1,13,4,6,3,9,4,8,4,11,Nothing-in-hand
2,8,1,13,4,9,3,9,2,7,One-pair
3,6,2,11,3,13,3,10,1,6,One-pair
1,9,1,6,4,8,3,13,1,12,Nothing-in-hand
3,11,3,9,1,6,4,13,3,7,Nothing-in-hand
4,12,3,8,4,11,3,9,2,12,One-pair
3,8,4,7,1,13,2,11,3,9,Nothing-in-hand
4,8,4,13,1,12,1,8,1,11,One-pair
4,11,1,13,2,8,1,10,3,7,Nothing-in-hand
2,11,2,10,2,9,2,6,3,8,Nothing-in-hand
3,13,3,12,1,8,1,6,4,9,Nothing-in-hand
4,13,2,10,3,10,1,8,3,13,Two-pairs
2,6,4,12,3,13,4,7,2,12,One-pair
2,6,2,9,2,13,4,8,1,11,Nothing-in-hand
2,13,1,9,2,8,4,10,1,12,Nothing-in-hand
4,7,2,11,1,11,3,13,2,6,One-pair
3,9,3,11,2,12,1,11,1,7,One-pair
1,10,2,8,4,8,4,13,1,13,Two-pairs
1,7,3,6,3,13,1,13,3,7,Two-pairs
2,6,3,7,3,6,3,13,1,9,One-pair
3,13,4,13,4,6,2,13,3,6,Full-house
3,7,1,6,2,12,2,7,3,9,One-pair
4,12,4,9,2,9,1,7,3,11,One-pair
1,13,4,13,2,8,1,11,1,10,One-pair
3,9,2,10,3,10,4,7,2,12,One-pair
4,9,2,11,1,8,1,7,1,13,Nothing-in-hand
1,12,3,9,4,10,3,11,1,13,Straight
3,8,3,9,1,7,2,8,3,6,One-pair
3,9,4,7,2,12,4,11,1,11,One-pair
4,12,4,7,4,11,1,10,3,13,Nothing-in-hand
3,10,2,9,1,12,1,9,2,6,One-pair
2,7,1,13,3,11,3,12,3,13,One-pair
1,12,1,9,2,8,4,13,4,12,One-pair
2,6,4,8,4,13,4,7,1,10,Nothing-in-hand
2,9,1,13,4,11,4,6,2,6,One-pair
1,8,3,8,4,12,1,6,1,13,One-pair
3,6,2,10,2,12,2,7,1,6,One-pair
2,13,3,10,4,8,2,6,3,7,Nothing-in-hand
3,11,1,7,3,12,4,9,2,12,One-pair
3,11,3,13,2,10,4,10,1,10,Three-of-akind
3,11,2,7,3,7,2,8,4,7,Three-of-akind
2,7,2,10,3,13,1,9,4,11,Nothing-in-hand
4,7,1,12,3,12,2,8,3,9,One-pair
2,12,1,13,3,12,4,8,1,7,One-pair
2,11,1,6,4,7,2,8,1,13,Nothing-in-hand
4,12,2,7,4,10,1,7,3,13,One-pair
3,11,2,12,2,6,1,8,3,10,Nothing-in-hand
4,11,4,10,1,8,3,6,2,12,Nothing-in-hand
3,8,1,8,2,9,2,13,3,12,One-pair
1,12,2,6,4,11,2,11,3,9,One-pair
2,6,1,6,1,10,1,12,3,8,One-pair
1,7,4,7,2,7,1,13,3,10,Three-of-akind
3,10,3,7,1,8,1,10,1,6,One-pair
4,13,3,8,3,11,1,6,2,12,Nothing-in-hand
4,6,3,12,1,7,1,11,3,8,Nothing-in-hand
1,7,3,11,2,10,3,6,1,12,Nothing-in-hand
4,12,1,10,3,11,2,10,1,8,One-pair
4,6,1,8,3,9,1,13,4,13,One-pair
2,7,3,8,4,8,2,13,2,12,One-pair
3,9,2,13,1,6,1,7,3,8,Nothing-in-hand
1,6,4,7,3,9,4,9,1,8,One-pair
4,12,1,12,1,9,2,12,3,10,Three-of-akind
4,6,1,11,2,6,3,7,2,13,One-pair
1,7,2,9,1,8,3,11,2,6,Nothing-in-hand
3,8,2,10,2,7,1,13,4,10,One-pair
1,8,4,10,1,11,3,10,3,11,Two-pairs
1,12,2,11,4,11,2,12,3,6,Two-pairs
3,12,2,13,3,13,2,6,2,11,One-pair
3,10,3,6,4,12,1,8,2,11,Nothing-in-hand
2,6,2,13,3,9,3,13,2,11,One-pair
4,9,1,13,2,9,4,7,2,6,One-pair
2,13,4,9,2,7,1,8,3,7,One-pair
1,12,4,6,3,8,3,7,3,12,One-pair
3,9,4,13,3,8,2,10,3,11,Nothing-in-hand
1,8,4,6,2,9,2,11,3,13,Nothing-in-hand
3,9,4,9,3,7,2,11,1,13,One-pair
3,10,2,10,1,13,2,8,1,10,Three-of-akind
2,13,4,9,4,13,2,9,2,6,Two-pairs
1,12,2,12,3,6,3,13,4,13,Two-pairs
3,13,4,13,1,10,1,11,3,8,One-pair
2,10,2,9,4,6,3,8,3,9,One-pair
4,11,2,7,4,8,3,13,3,7,One-pair
1,12,4,6,1,13,3,12,3,6,Two-pairs
4,10,1,13,1,9,4,12,4,11,Straight
1,8,4,13,3,6,3,13,3,8,Two-pairs
3,13,1,11,4,7,2,9,3,8,Nothing-in-hand
3,12,3,11,4,12,1,12,3,10,Three-of-akind
4,13,2,7,1,10,4,10,2,11,One-pair
4,10,4,11,1,12,3,13,2,7,Nothing-in-hand
2,10,1,9,3,7,1,12,3,13,Nothing-in-hand
1,10,1,13,2,12,4,7,1,6,Nothing-in-hand
2,7,3,12,1,11,4,8,4,7,One-pair
1,11,2,13,4,8,3,11,2,9,One-pair
4,13,3,13,3,9,3,12,4,9,Two-pairs
1,6,3,11,4,9,4,8,4,10,Nothing-in-hand
3,12,3,7,4,12,2,8,2,6,One-pair
2,7,4,7,2,6,3,10,2,8,One-pair
3,13,1,8,1,7,2,11,3,8,One-pair
4,10,4,9,4,6,1,10,2,10,Three-of-akind
2,7,2,6,1,12,3,7,3,12,Two-pairs
4,12,1,9,1,7,2,8,1,10,Nothing-in-hand
1,11,3,12,4,10,1,7,4,8,Nothing-in-hand
1,8,4,6,3,7,1,6,1,10,One-pair
4,8,2,7,4,9,1,9,3,6,One-pair
2,11,2,12,4,9,4,10,1,6,Nothing-in-hand
4,11,3,11,2,12,4,8,3,10,One-pair
2,13,1,7,4,6,2,8,2,6,One-pair
2,8,3,13,3,8,1,11,3,9,One-pair
2,10,3,6,3,12,2,7,4,8,Nothing-in-hand
2,8,2,9,4,13,1,12,3,10,Nothing-in-hand
3,13,3,6,2,13,4,6,3,8,Two-pairs
3,8,3,7,2,7,1,7,4,7,Four-of-a-kind
1,7,2,12,4,12,3,10,4,6,One-pair
1,11,3,13,2,6,4,6,4,9,One-pair
3,11,4,6,4,11,4,12,2,8,One-pair
4,13,4,11,2,10,1,13,4,8,One-pair
2,6,4,7,2,12,1,8,2,9,Nothing-in-hand
4,9,2,6,4,12,2,11,1,8,Nothing-in-hand
3,13,3,10,1,12,2,7,2,8,Nothing-in-hand
1,12,4,11,3,7,2,6,4,13,Nothing-in-hand
1,8,3,12,4,11,3,7,4,12,One-pair
4,9,4,13,4,10,3,11,1,7,Nothing-in-hand
2,6,3,8,4,6,3,6,4,11,Three-of-akind
3,12,2,8,1,11,4,12,1,10,One-pair
3,6,2,8,1,8,2,7,1,9,One-pair
4,12,2,9,1,9,1,11,1,10,One-pair
4,9,1,8,4,10,4,8,1,13,One-pair
4,7,3,7,4,11,1,13,4,13,Two-pairs
1,9,2,10,3,6,2,11,4,9,One-pair
1,6,1,13,2,7,4,11,2,8,Nothing-in-hand
2,11,4,13,1,11,2,13,4,10,Two-pairs
3,11,3,13,1,10,1,12,1,7,Nothing-in-hand
4,10,3,6,2,7,1,12,4,12,One-pair
2,7,2,8,4,7,3,7,4,12,Three-of-akind
4,7,1,13,4,8,3,8,1,8,Three-of-akind
3,11,4,9,2,12,3,12,4,6,One-pair
1,9,4,8,4,7,1,13,2,6,Nothing-in-hand
4,11,2,9,1,7,3,8,3,11,One-pair
1,13,4,7,3,7,1,7,3,9,Three-of-akind
2,12,4,7,2,10,1,13,4,6,Nothing-in-hand
3,9,2,6,1,12,1,6,2,10,One-pair
1,10,2,7,4,8,1,11,3,8,One-pair
3,9,3,10,1,9,2,13,4,7,One-pair
4,9,1,9,4,11,3,10,1,10,Two-pairs
3,6,3,11,1,12,1,11,1,10,One-pair
1,6,4,7,2,8,2,13,2,7,One-pair
2,10,1,7,3,8,4,13,1,6,Nothing-in-hand
3,7,3,10,2,7,4,12,2,12,Two-pairs
3,11,2,6,1,7,3,12,2,12,One-pair
2,7,3,13,2,9,1,13,3,7,Two-pairs
4,12,1,9,4,9,2,12,1,6,Two-pairs
3,7,4,6,2,8,1,13,4,7,One-pair
